,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
53,ID5355896441,,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-03-10,17:57:09,4911.5999999999985,19:19:00,510.55
54,ID1607016874,,5,1,-37.8086348,144.9229018,-37.8004692,144.9725088,5238.0,2018-05-01,02:58:54,1300.0200000000007,3:20:34,13.08
55,ID5564481367,2.0,7,4,-37.8618349,144.90571599999998,-37.812743100000006,145.0125292,12326.0,2018-06-11,15:27:36,3895.739999999998,16:32:31,402.29
56,ID3899671894,1.0,6,3,-37.7738026,144.98364660000001,-37.8211908,144.9760202,8600.0,2018-03-05,16:43:44,2670.3599999999983,17:28:14,18.92
57,ID3509424842,1.0,2,8,-37.8194924,144.9436232,-37.8158343,145.04645,9690.0,2018-04-08,15:49:41,2663.100000000001,16:34:04,23.29
58,ID3790989601,1.0,4,1,-37.813212799999995,145.0108971,-37.8024164,144.9435114,6431.0,2018-06-28,00:51:28,1517.8800000000006,1:16:45,20.47
59,ID1533137447,0.0,6,1,-37.7908183,144.9857929,-37.8223097,144.94687530000002,5817.0,2018-04-13,10:03:21,1538.7000000000005,10:28:59,5.92
60,ID5728347359,2.0,1,4,-37.814129,144.9713601,-37.8095461,145.0017033,3213.0,2018-07-09,02:31:55,821.64,2:45:36,109.32
61,ID3385527189,1.0,5,4,-37.8029536,144.936477,-37.8037698,145.0107711,7800.0,2018-01-07,17:40:58,2027.04,18:14:45,19.6
62,ID5483994200,,2,6,-37.8225159,144.9477823,-37.7874421,144.9804091,5673.0,2018-05-10,06:02:20,1531.3800000000006,6:27:51,161.83
63,ID1596684637,0.0,5,2,-37.8025466,144.9350257,-37.8210696,144.947463,2623.0,2018-04-28,02:13:00,645.8400000000003,2:23:45,15.5
64,ID3990744249,1.0,9,3,-38.1109156,144.65417250000002,-37.814108000000004,144.972422,44362.0,2018-02-15,07:10:08,10619.339999999998,10:07:07,
65,ID3177024264,1.0,9,2,-38.1109156,144.65417250000002,-37.820961100000005,144.9268249,44065.0,2018-02-13,09:15:35,10616.819999999998,12:12:31,50.79
66,ID3222646342,1.0,1,5,-37.821037100000005,144.9579662,-37.806265,144.9366029,2778.0,2018-05-19,17:03:22,766.5,17:16:08,
67,ID5383915668,2.0,2,4,-37.8152208,144.9450228,-37.8088698,145.0155561,6692.0,2018-01-06,18:13:00,1649.7000000000005,18:40:29,189.5
68,ID3528333057,1.0,7,2,-37.8618349,144.90571599999998,-37.8150104,144.944794,9590.0,2018-03-11,06:42:14,3187.8599999999988,7:35:21,
69,ID1859947361,0.0,2,9,-37.819481,144.9323996,-38.1109156,144.65417250000002,44071.0,2018-04-04,05:53:37,10576.2,8:49:53,25.6
70,ID1985979974,0.0,9,4,-38.1109156,144.65417250000002,-37.8105799,145.0007616,46970.0,2018-02-12,13:37:00,11362.320000000007,16:46:22,22.74
71,ID5800731638,2.0,3,6,-37.8107518,144.986085,-37.7738026,144.98364660000001,8359.0,2018-01-04,18:54:35,2614.8,19:38:09,278.25
72,ID3503023949,1.0,7,4,-37.8618349,144.90571599999998,-37.8010486,145.0043017,12205.0,2018-04-23,20:10:11,3881.2199999999975,21:14:52,
73,ID1719601048,0.0,9,6,-38.1109156,144.65417250000002,-37.7874421,144.9804091,47035.0,2018-01-03,02:25:35,11413.020000000008,5:35:48,24.57
74,ID5248293727,2.0,2,7,-37.820727399999996,144.9485635,-37.8618349,144.90571599999998,8875.0,2018-03-04,03:06:31,3021.96,3:56:52,334.6
75,ID3975671242,1.0,8,7,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-01-15,17:25:20,4298.280000000002,18:36:58,27.86
76,ID1679143926,0.0,1,4,-37.8161542,144.96032140000003,-37.814409399999995,145.01443480000003,5544.0,2018-01-21,02:30:53,1424.700000000001,2:54:37,
77,ID1506545068,0.0,9,5,-38.1109156,144.65417250000002,-37.8119041,144.93608740000002,42781.0,2018-03-05,01:51:42,10246.799999999996,4:42:28,24.36
78,ID3235371417,1.0,9,1,-38.1109156,144.65417250000002,-37.8068929,144.9377451,43844.0,2018-02-03,02:53:36,10550.040000000005,5:49:26,
79,ID3604360044,1.0,9,8,-38.1109156,144.65417250000002,-37.807202000000004,145.0266373,49777.0,2018-04-05,09:03:55,12099.660000000005,12:25:34,
80,ID1739921637,0.0,6,1,-37.7738026,144.98364660000001,-37.800590500000006,144.9395035,9045.0,2018-03-12,18:43:24,2830.7399999999993,19:30:34,12.01
81,ID3438260039,1.0,3,7,-37.824404200000004,144.96895890000002,-37.8618349,144.90571599999998,8048.0,2018-05-02,09:48:35,2809.56,10:35:24,15.38
82,ID5888758658,2.0,4,3,-37.8115789,145.0113915,-37.8222191,144.9832175,3465.0,2018-03-25,21:10:21,850.6799999999997,21:24:31,120.89
83,ID3658394213,1.0,7,3,-37.8618349,144.90571599999998,-37.8139141,144.97314219999998,8549.0,2018-04-09,08:31:49,2892.84,9:20:01,16.09
84,ID3138621008,1.0,1,9,-37.8222715,144.9516282,-38.1109156,144.65417250000002,42337.0,2018-07-08,09:04:55,10162.14,11:54:17,51.53
85,ID3401343238,1.0,5,1,-37.8001237,144.92888430000002,-37.8081991,144.9686278,4174.0,2018-04-19,18:28:49,1005.6600000000003,18:45:34,
86,ID1438608050,0.0,3,4,-37.821958,144.99384990000001,-37.8026105,145.0005186,2536.0,2018-03-03,17:08:17,586.7400000000001,17:18:03,13.02
87,ID1630100174,0.0,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-05-21,07:50:58,12681.060000000005,11:22:19,
88,ID5907718274,2.0,1,7,-37.8188099,144.95490680000003,-37.8618349,144.90571599999998,8340.0,2018-01-14,03:55:29,2907.18,4:43:56,
89,ID1944065697,0.0,2,5,-37.8139801,144.9363859,-37.79932879999999,144.9248188,8435.0,2018-07-21,06:34:06,2320.320000000001,7:12:46,13.21
90,ID5712440713,2.0,9,1,-38.1109156,144.65417250000002,-37.81033920000001,144.9375626,42654.0,2018-03-12,03:05:52,10217.639999999998,5:56:09,1035.9
91,ID5753558623,2.0,4,8,-37.811512,145.0098666,-37.8158343,145.04645,3271.0,2018-06-01,05:45:23,1117.32,6:04:00,138.18
92,ID1445591589,0.0,5,1,-37.8164601,144.9283916,-37.8107849,144.9773545,5679.0,2018-02-10,10:20:41,1439.220000000001,10:44:40,10.1
93,ID1303573764,0.0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-06-20,19:18:10,13204.979999999996,22:58:14,25.21
94,ID3925255073,1.0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-02-05,13:51:01,4911.5999999999985,15:12:52,
95,ID1307899314,0.0,1,9,-37.814188,144.9714467,-38.1109156,144.65417250000002,44114.0,2018-05-14,00:31:22,10586.1,3:27:48,24.39
96,ID3343018629,1.0,4,5,-37.8104827,145.0089843,-37.8149648,144.92756630000002,8617.0,2018-07-25,02:49:05,2154.2999999999993,3:24:59,
97,ID5163271435,2.0,7,3,-37.8618349,144.90571599999998,-37.820260600000005,144.96954430000002,7683.0,2018-06-04,13:51:02,2672.879999999999,14:35:34,282.46
98,ID5988293606,2.0,4,6,-37.799080100000005,144.9891289,-37.7908183,144.9857929,1388.0,2018-05-08,19:02:00,321.72,19:07:21,
99,ID3681942856,1.0,8,3,-37.807202000000004,145.0266373,-37.8242103,144.97018880000002,6910.0,2018-02-04,00:49:26,1692.240000000001,1:17:38,
100,ID3434021592,1.0,3,1,-37.812304100000006,144.9736425,-37.8127534,144.9641688,1032.0,2018-04-19,22:37:48,258.8399999999999,22:42:06,
101,ID1476328766,0.0,6,1,-37.7907967,144.985865,-37.80532879999999,144.9416103,5529.0,2018-05-06,07:19:43,1595.34,7:46:18,11.34
102,ID1552480071,0.0,6,8,-37.7907967,144.985865,-37.807202000000004,145.0266373,4834.0,2018-03-27,00:49:33,1358.6400000000006,1:12:11,12.94
103,ID1364158305,0.0,2,6,-37.8193807,144.941667,-37.7908183,144.9857929,6090.0,2018-04-22,11:16:51,1555.62,11:42:46,9.66
104,ID3266353924,1.0,6,9,-37.7908183,144.9857929,-38.1109156,144.65417250000002,47186.0,2018-05-25,19:39:54,11418.06,22:50:12,60.22
105,ID3291653680,1.0,7,2,-37.8618349,144.90571599999998,-37.8108598,144.93843969999998,10398.0,2018-04-04,03:31:57,3380.3999999999983,4:28:17,
106,ID1653973690,0.0,9,1,-38.1109156,144.65417250000002,-37.82102329999999,144.955056,42641.0,2018-05-26,23:17:27,10237.439999999997,2:08:04,28.08
107,ID5940623693,2.0,6,9,-37.7907967,144.985865,-38.1109156,144.65417250000002,47193.0,2018-07-23,05:26:18,11530.62,8:38:28,
108,ID3826347244,1.0,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-05-18,02:52:38,12681.059999999998,6:23:59,
109,ID1897610971,0.0,9,5,-38.1109156,144.65417250000002,-37.8115492,144.9362069,43230.0,2018-05-22,11:55:46,10362.899999999998,14:48:28,
110,ID3714245378,1.0,3,6,-37.822236100000005,144.96774319999997,-37.7874421,144.9804091,4483.0,2018-01-05,01:12:52,1163.9399999999996,1:32:15,
111,ID3348478567,1.0,3,5,-37.8185196,144.9752084,-37.8051653,144.9366579,4426.0,2018-07-05,18:34:54,1122.7200000000003,18:53:36,13.55
0,ID1523129999,0.0,2,1,-37.8163702,144.9286073,-37.8198422,144.9408034,3208.0,2018-05-08,21:00:24,774.7800000000003,21:13:18,16.47
1,ID3977235605,1.0,7,6,-37.8618349,144.90571599999996,-37.773845,144.9836895,13169.0,2018-03-24,14:11:40,3863.5799999999986,15:16:03,17.12
2,ID1466718779,0.0,2,9,-37.81506870000001,144.93541430000005,-38.1109156,144.65417250000004,42837.0,2018-06-10,18:17:06,10297.5,21:08:43,26.94
3,ID1128283967,0.0,4,5,-37.8022213,144.9899001,-37.8061816,144.9396584,6088.0,2018-07-19,18:40:47,1620.4800000000002,19:07:47,12.47
4,ID5138272748,2.0,7,5,-37.8618349,144.90571599999996,-37.8104326,144.9242474,11765.0,2018-07-16,05:15:34,3788.699999999997,6:18:42,255.18
5,ID5842114402,2.0,6,4,-37.7874325,144.9803767,-37.8032079,145.0079329,4680.0,2018-03-18,00:41:55,1231.8,1:02:26,111.21
6,ID1160968138,0.0,6,7,-37.7738026,144.9836466,-37.8618349,144.90571599999996,16033.0,2018-05-17,10:50:05,5323.559999999999,12:18:48,12.79
7,ID3765702342,1.0,4,8,-37.8009482,144.9887123,-37.8158343,145.04645,6015.0,2018-01-20,00:00:59,1844.6400000000006,0:31:43,29.67
8,ID1355415138,0.0,8,5,-37.807202,145.0266373,-37.8149608,144.92755280000003,10592.0,2018-02-13,17:38:44,2707.7399999999984,18:23:51,12.4
9,ID5693106713,2.0,3,1,-37.82013679999999,144.98441359999995,-37.8242357,144.95842319999997,2859.0,2018-01-17,15:08:43,675.3600000000001,15:19:58,62.86
10,ID3411805147,1.0,7,2,-37.8618349,144.90571599999996,-37.8199697,144.9251126,10888.0,2018-03-24,01:12:38,3561.4199999999987,2:11:59,37.83
11,ID1318931152,0.0,5,6,-37.8105489,144.93584840000003,-37.7908183,144.9857929,6236.0,2018-02-12,16:24:51,1595.4,16:51:26,5.79
12,ID3699350998,1.0,9,3,-38.1109156,144.65417250000004,-37.8141799,144.9793023,44932.0,2018-01-06,05:24:43,10769.94,8:24:12,69.55
13,ID3123490136,1.0,1,9,-37.8139816,144.9604015,-38.1109156,144.65417250000004,43190.0,2018-05-07,04:36:41,10370.7,7:29:31,65.71
14,ID1925667993,0.0,5,3,-37.8057961,144.9295725,-37.8192177,145.0056829,8245.0,2018-04-01,01:03:13,1984.92,1:36:17,22.86
15,ID1955120858,0.0,5,1,-37.8046973,144.9271116,-37.8033841,144.976517,4872.0,2018-06-04,09:15:37,1272.2400000000007,9:36:49,7.33
16,ID5893869248,2.0,4,9,-37.80418710000001,145.0022771,-38.1109156,144.65417250000004,47496.0,2018-03-22,06:21:21,11497.259999999998,9:32:58,686.85
17,ID1920578089,0.0,6,2,-37.7874421,144.9804091,-37.8243506,144.9438143,6244.0,2018-05-06,22:26:54,1703.88,22:55:17,19.26
18,ID3462670738,1.0,3,1,-37.8232068,144.97635730000005,-37.8253383,144.95852119999995,2121.0,2018-07-17,15:52:04,583.0200000000002,16:01:47,6.23
19,ID1300473022,0.0,5,8,-37.79932879999999,144.9248188,-37.8158343,145.04645,12562.0,2018-02-16,02:25:47,3641.3999999999987,3:26:28,19.97
20,ID3880404647,1.0,4,2,-37.8109943,145.010661,-37.8181744,144.9493372,6498.0,2018-07-10,20:19:11,1496.0400000000013,20:44:07,18.1
21,ID3363135447,1.0,5,1,-37.8151669,144.9275206,-37.8143317,144.9359226,2077.0,2018-01-05,10:18:18,513.36,10:26:51,9.48
22,ID1713681425,0.0,8,2,-37.8158343,145.04645,-37.8133778,144.9384642,10316.0,2018-04-26,01:59:54,2893.799999999999,2:48:07,17.98
23,ID1649037435,0.0,6,2,-37.7874421,144.9804091,-37.81247000000001,144.9362889,6053.0,2018-01-24,21:37:09,1549.4399999999994,22:02:58,16.9
24,ID3438687701,1.0,1,7,-37.8090418,144.9686284,-37.8618349,144.90571599999996,8984.0,2018-03-10,11:42:26,3042.96,12:33:08,26.27
25,ID1415820477,0.0,6,9,-37.7738026,144.9836466,-38.1109156,144.65417250000004,51061.0,2018-02-21,10:13:05,12976.499999999995,13:49:21,22.32
26,ID1152674021,0.0,9,1,-38.1109156,144.65417250000004,-37.81892379999999,144.9467475,41671.0,2018-07-16,00:34:45,10013.16,3:21:38,27.77
27,ID5405504420,2.0,2,7,-37.8228326,144.9474039,-37.8618349,144.90571599999996,8795.0,2018-07-22,23:37:05,3057.78,0:28:02,216.8
28,ID3892558528,1.0,4,8,-37.8034041,145.0035216,-37.807202,145.0266373,2706.0,2018-01-27,00:35:53,722.3399999999997,0:47:55,23.52
29,ID3132144906,1.0,1,8,-37.8188744,144.9533351,-37.8158343,145.04645,8793.0,2018-03-02,12:05:25,2464.2000000000007,12:46:29,22.16
30,ID3703021375,1.0,3,7,-37.8106902,144.97736919999997,-37.8618349,144.90571599999996,9141.0,2018-07-23,08:07:05,3049.74,8:57:54,10.28
31,ID5260349995,2.0,1,3,-37.8189098,144.9625488,-37.809839200000006,144.98912,2794.0,2018-04-25,12:22:01,763.8600000000005,12:34:44,66.77
32,ID3270134081,1.0,7,9,-37.8618349,144.90571599999996,-38.1109156,144.65417250000004,50797.0,2018-01-06,05:33:29,13173.36,9:13:02,81.04
33,ID1502894154,0.0,4,1,-37.8131128,145.0112186,-37.8023973,144.9433432,6478.0,2018-07-01,13:27:46,1534.8000000000006,13:53:20,13.29
34,ID3722422497,1.0,4,2,-37.8009174,145.010809,-37.80906160000001,144.92894009999995,8119.0,2018-03-01,03:33:16,2140.1399999999994,4:08:56,12.58
35,ID5478043531,2.0,5,3,-37.80240560000001,144.9348884,-37.813012,144.9859131,5469.0,2018-03-19,03:39:40,1276.2599999999995,4:00:56,105.13
36,ID1619845365,0.0,9,7,-38.1109156,144.65417250000004,-37.8618349,144.90571599999996,50797.0,2018-01-02,08:17:20,13204.979999999996,11:57:24,22.29
37,ID3695255148,1.0,3,8,-37.8211609,144.9672094,-37.8158343,145.04645,7868.0,2018-04-16,22:17:17,2346.4800000000005,22:56:23,26.43
38,ID1142203179,0.0,9,3,-38.1109156,144.65417250000004,-37.8170694,145.0055438,47439.0,2018-04-06,18:27:23,11405.759999999998,21:37:28,26.59
39,ID5507445959,2.0,7,9,-37.8618349,144.90571599999996,-38.1109156,144.65417250000004,50797.0,2018-05-25,15:57:40,13173.36,19:37:13,397.675
40,ID3732613080,1.0,5,2,-37.807269,144.93917340000004,-37.8156718,144.9380013,1822.0,2018-03-18,12:54:56,492.0600000000002,13:03:08,18.41
41,ID3856063499,1.0,2,7,-37.8132457,144.9334457,-37.8618349,144.90571599999996,11325.0,2018-04-11,02:41:30,3704.52,3:43:14,16.845
42,ID1604730309,0.0,7,3,-37.8618349,144.90571599999996,-37.8179567,144.9808606,8862.0,2018-05-22,05:56:26,2947.6199999999994,6:45:33,19.79
43,ID1964531978,0.0,3,4,-37.8186018,144.9680187,-37.8003123,145.0041206,4694.0,2018-07-17,08:17:12,1240.56,8:37:52,3.26
44,ID3284742590,1.0,3,4,-37.8120724,144.9871468,-37.7993649,144.99296950000004,1779.0,2018-01-24,16:30:29,435.72,16:37:44,13.65
45,ID1118338892,0.0,6,9,-37.7908183,144.9857929,-38.1109156,144.65417250000004,47186.0,2018-06-24,09:38:13,11418.06,12:48:31,24.08
46,ID3416221084,1.0,3,9,-37.8218014,145.0025299,-38.1109156,144.65417250000004,47060.0,2018-04-16,19:37:35,11302.02,22:45:57,63.26
47,ID5784556290,2.0,2,1,-37.8135331,144.9373574,-37.8081641,144.9711114,3410.0,2018-03-24,12:10:37,817.0199999999996,12:24:14,77.23
48,ID1379361466,0.0,2,3,-37.81483239999999,144.9450731,-37.8168138,144.9701116,2691.0,2018-02-27,20:21:27,643.0200000000002,20:32:10,8.8
49,ID5177611455,2.0,8,1,-37.807202,145.0266373,-37.81451420000001,144.9659007,6498.0,2018-03-12,17:16:13,1651.5000000000002,17:43:44,119.27
50,ID3268668595,1.0,7,1,-37.8618349,144.90571599999996,-37.8221958,144.9539584,8368.0,2018-04-08,13:20:08,2870.819999999999,14:07:58,29.89
51,ID1934385866,0.0,9,7,-38.1109156,144.65417250000004,-37.8618349,144.90571599999996,50797.0,2018-07-21,20:44:10,13204.979999999996,0:24:14,31.04
52,ID1371675559,0.0,3,9,-37.8141396,144.9888458,-38.1109156,144.65417250000004,45837.0,2018-06-09,20:11:01,10996.74,23:14:17,28.7
53,ID5420392294,2.0,4,3,-37.8153615,145.01226699999995,-37.83265120000001,144.9903468,5605.0,2018-05-17,04:45:19,1326.3,5:07:25,110.93
54,ID1304436590,0.0,9,3,-38.1109156,144.65417250000004,-37.8188973,144.98454099999995,45411.0,2018-06-09,10:04:26,10920.719999999994,13:06:26,12.45
55,ID5666995336,2.0,1,2,-37.8003684,144.967071,-37.8137278,144.9398582,3265.0,2018-03-26,13:15:14,779.1,13:28:13,67.55
56,ID5994055753,2.0,8,5,-37.807202,145.0266373,-37.8127606,144.9349737,8995.0,2018-02-24,18:06:35,2263.9199999999983,18:44:18,161.36
57,ID1879583231,0.0,1,7,-37.8041775,144.9492187,-37.8618349,144.90571599999996,9828.0,2018-04-05,16:21:00,3269.34,17:15:29,14.41
58,ID3612782793,1.0,2,7,-37.8136707,144.9367091,-37.8618349,144.90571599999996,10850.0,2018-02-15,11:39:48,3526.260000000001,12:38:34,21.98
59,ID1704065693,0.0,8,5,-37.8158343,145.04645,-37.81517520000001,144.927539,11814.0,2018-02-28,20:29:54,3277.4399999999987,21:24:31,14.69
60,ID1119340243,0.0,5,2,-37.8102505,144.93592569999996,-37.8115093,144.93579580000005,245.0,2018-06-18,06:39:00,45.24,6:39:45,4.23
61,ID3531996235,1.0,5,6,-37.8001819,144.92894109999997,-37.7738026,144.9836466,10951.0,2018-02-21,06:47:06,3294.5400000000013,7:42:00,21.39
